======================================================================
A11yAgents evaluation
======================================================================
Loading corpus from corpus1/ ...
  180 snippets loaded
Instantiating conditions ...
Total evaluations to run: 1620

[1e3939d9f8e0f78f9c564ec6feb12cc5635c0acb] persona=ade, wcag=2.1.1, expected=passed
  [Condition A warning] axe output has no `tags` field. Running unfiltered baseline. To enable criterion filtering, patch tools/axe_core_agent.py per the docstring in this file.
[ha-2-4-8-inap-02-single-page-app] persona=sophie, wcag=2.4.8, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1180/1620
  axe rep 2/3: predicted=passed, progress=1181/1620
  axe rep 3/3: predicted=passed, progress=1182/1620
  persona_llm rep 1/3: predicted=failed, progress=1183/1620
  persona_llm rep 2/3: predicted=failed, progress=1184/1620
  persona_llm rep 3/3: predicted=failed, progress=1185/1620
  persona_agent rep 1/3: predicted=failed, progress=1186/1620
  persona_agent rep 2/3: predicted=failed, progress=1187/1620
  persona_agent rep 3/3: predicted=failed, progress=1188/1620
[ha-3-1-4-pass-01-abbr-with-title] persona=sophie, wcag=3.1.4, expected=passed
  axe rep 1/3: predicted=failed, progress=1189/1620
  axe rep 2/3: predicted=failed, progress=1190/1620
  axe rep 3/3: predicted=failed, progress=1191/1620
  persona_llm rep 1/3: predicted=passed, progress=1192/1620
  persona_llm rep 2/3: predicted=passed, progress=1193/1620
  persona_llm rep 3/3: predicted=passed, progress=1194/1620
  persona_agent rep 1/3: predicted=failed, progress=1195/1620
  persona_agent rep 2/3: predicted=failed, progress=1196/1620
  persona_agent rep 3/3: predicted=failed, progress=1197/1620
[ha-3-1-4-pass-02-first-use-expansion] persona=sophie, wcag=3.1.4, expected=passed
  axe rep 1/3: predicted=failed, progress=1198/1620
  axe rep 2/3: predicted=failed, progress=1199/1620
  axe rep 3/3: predicted=failed, progress=1200/1620
  persona_llm rep 1/3: predicted=failed, progress=1201/1620
  persona_llm rep 2/3: predicted=failed, progress=1202/1620
  persona_llm rep 3/3: predicted=failed, progress=1203/1620
  persona_agent rep 1/3: predicted=failed, progress=1204/1620
  persona_agent rep 2/3: predicted=failed, progress=1205/1620
  persona_agent rep 3/3: predicted=failed, progress=1206/1620
[ha-3-1-4-fail-01-bare-acronyms] persona=sophie, wcag=3.1.4, expected=failed
  axe rep 1/3: predicted=failed, progress=1207/1620
  axe rep 2/3: predicted=failed, progress=1208/1620
  axe rep 3/3: predicted=failed, progress=1209/1620
  persona_llm rep 1/3: predicted=failed, progress=1210/1620
  persona_llm rep 2/3: predicted=failed, progress=1211/1620
  persona_llm rep 3/3: predicted=failed, progress=1212/1620
  persona_agent rep 1/3: predicted=failed, progress=1213/1620
  persona_agent rep 2/3: predicted=failed, progress=1214/1620
  persona_agent rep 3/3: predicted=failed, progress=1215/1620
[ha-3-1-4-fail-02-empty-abbr-title] persona=sophie, wcag=3.1.4, expected=failed
  axe rep 1/3: predicted=failed, progress=1216/1620
  axe rep 2/3: predicted=failed, progress=1217/1620
  axe rep 3/3: predicted=failed, progress=1218/1620
  persona_llm rep 1/3: predicted=failed, progress=1219/1620
  persona_llm rep 2/3: predicted=failed, progress=1220/1620
  persona_llm rep 3/3: predicted=failed, progress=1221/1620
  persona_agent rep 1/3: predicted=failed, progress=1222/1620
  persona_agent rep 2/3: predicted=failed, progress=1223/1620
  persona_agent rep 3/3: predicted=failed, progress=1224/1620
[ha-3-1-4-inap-01-no-abbreviations] persona=sophie, wcag=3.1.4, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1225/1620
  axe rep 2/3: predicted=failed, progress=1226/1620
  axe rep 3/3: predicted=failed, progress=1227/1620
  persona_llm rep 1/3: predicted=failed, progress=1228/1620
  persona_llm rep 2/3: predicted=failed, progress=1229/1620
  persona_llm rep 3/3: predicted=failed, progress=1230/1620
  persona_agent rep 1/3: predicted=passed, progress=1231/1620
  persona_agent rep 2/3: predicted=passed, progress=1232/1620
  persona_agent rep 3/3: predicted=passed, progress=1233/1620
[ha-3-1-4-inap-02-only-common-words] persona=sophie, wcag=3.1.4, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1234/1620
  axe rep 2/3: predicted=failed, progress=1235/1620
  axe rep 3/3: predicted=failed, progress=1236/1620
  persona_llm rep 1/3: predicted=failed, progress=1237/1620
  persona_llm rep 2/3: predicted=failed, progress=1238/1620
  persona_llm rep 3/3: predicted=failed, progress=1239/1620
  persona_agent rep 1/3: predicted=failed, progress=1240/1620
  persona_agent rep 2/3: predicted=failed, progress=1241/1620
  persona_agent rep 3/3: predicted=failed, progress=1242/1620
[34b98eee090db39d3c703d360e3b8c49d9b8acfa] persona=sophie, wcag=3.3.1, expected=passed
  axe rep 1/3: predicted=failed, progress=1243/1620
  axe rep 2/3: predicted=failed, progress=1244/1620
  axe rep 3/3: predicted=failed, progress=1245/1620
  persona_llm rep 1/3: predicted=failed, progress=1246/1620
  persona_llm rep 2/3: predicted=failed, progress=1247/1620
  persona_llm rep 3/3: predicted=failed, progress=1248/1620
  persona_agent rep 1/3: predicted=failed, progress=1249/1620
  persona_agent rep 2/3: predicted=failed, progress=1250/1620
  persona_agent rep 3/3: predicted=failed, progress=1251/1620
[baa48e5f5a149f6d4d8038b693477ec94176d5a0] persona=sophie, wcag=3.3.1, expected=passed
  axe rep 1/3: predicted=failed, progress=1252/1620
  axe rep 2/3: predicted=failed, progress=1253/1620
  axe rep 3/3: predicted=failed, progress=1254/1620
  persona_llm rep 1/3: predicted=failed, progress=1255/1620
  persona_llm rep 2/3: predicted=failed, progress=1256/1620
  persona_llm rep 3/3: predicted=failed, progress=1257/1620
  persona_agent rep 1/3: predicted=passed, progress=1258/1620
  persona_agent rep 2/3: predicted=passed, progress=1259/1620
  persona_agent rep 3/3: predicted=passed, progress=1260/1620
[3bb6b76d2dd823e02cace7c6be2a7ebe535d1d97] persona=sophie, wcag=3.3.1, expected=failed
  axe rep 1/3: predicted=failed, progress=1261/1620
  axe rep 2/3: predicted=failed, progress=1262/1620
  axe rep 3/3: predicted=failed, progress=1263/1620
  persona_llm rep 1/3: predicted=failed, progress=1264/1620
  persona_llm rep 2/3: predicted=failed, progress=1265/1620
  persona_llm rep 3/3: predicted=failed, progress=1266/1620
  persona_agent rep 1/3: predicted=failed, progress=1267/1620
  persona_agent rep 2/3: predicted=failed, progress=1268/1620
  persona_agent rep 3/3: predicted=failed, progress=1269/1620
[a51e05dc7b64d927ff25bc493bb0aa069c963d29] persona=sophie, wcag=3.3.1, expected=failed
  axe rep 1/3: predicted=failed, progress=1270/1620
  axe rep 2/3: predicted=failed, progress=1271/1620
  axe rep 3/3: predicted=failed, progress=1272/1620
  persona_llm rep 1/3: predicted=failed, progress=1273/1620
  persona_llm rep 2/3: predicted=failed, progress=1274/1620
  persona_llm rep 3/3: predicted=failed, progress=1275/1620
  persona_agent rep 1/3: predicted=passed, progress=1276/1620
  persona_agent rep 2/3: predicted=passed, progress=1277/1620
  persona_agent rep 3/3: predicted=passed, progress=1278/1620
[ac63f6ffcb1831a5614e525627822e7a6f15343d] persona=sophie, wcag=3.3.1, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1279/1620
  axe rep 2/3: predicted=failed, progress=1280/1620
  axe rep 3/3: predicted=failed, progress=1281/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1282/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1283/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1284/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1285/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1286/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1287/1620
[ha-3-3-1-inap-01-no-form] persona=sophie, wcag=3.3.1, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1288/1620
  axe rep 2/3: predicted=passed, progress=1289/1620
  axe rep 3/3: predicted=passed, progress=1290/1620
  persona_llm rep 1/3: predicted=passed, progress=1291/1620
  persona_llm rep 2/3: predicted=passed, progress=1292/1620
  persona_llm rep 3/3: predicted=passed, progress=1293/1620
  persona_agent rep 1/3: predicted=failed, progress=1294/1620
  persona_agent rep 2/3: predicted=failed, progress=1295/1620
  persona_agent rep 3/3: predicted=failed, progress=1296/1620
[axe-form-field-multiple-labels-passed-01] persona=sophie, wcag=3.3.2, expected=passed
  axe rep 1/3: predicted=failed, progress=1297/1620
  axe rep 2/3: predicted=failed, progress=1298/1620
  axe rep 3/3: predicted=failed, progress=1299/1620
  persona_llm rep 1/3: predicted=failed, progress=1300/1620
  persona_llm rep 2/3: predicted=failed, progress=1301/1620
  persona_llm rep 3/3: predicted=failed, progress=1302/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1303/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1304/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1305/1620
[axe-form-field-multiple-labels-passed-02] persona=sophie, wcag=3.3.2, expected=passed
  axe rep 1/3: predicted=failed, progress=1306/1620
  axe rep 2/3: predicted=failed, progress=1307/1620
  axe rep 3/3: predicted=failed, progress=1308/1620
  persona_llm rep 1/3: predicted=failed, progress=1309/1620
  persona_llm rep 2/3: predicted=failed, progress=1310/1620
  persona_llm rep 3/3: predicted=failed, progress=1311/1620
  persona_agent rep 1/3: predicted=failed, progress=1312/1620
  persona_agent rep 2/3: predicted=passed, progress=1313/1620
  persona_agent rep 3/3: predicted=passed, progress=1314/1620
[ha-3-3-2-fail-01-unlabeled-inputs] persona=sophie, wcag=3.3.2, expected=failed
  axe rep 1/3: predicted=failed, progress=1315/1620
  axe rep 2/3: predicted=failed, progress=1316/1620
  axe rep 3/3: predicted=failed, progress=1317/1620
  persona_llm rep 1/3: predicted=failed, progress=1318/1620
  persona_llm rep 2/3: predicted=failed, progress=1319/1620
  persona_llm rep 3/3: predicted=failed, progress=1320/1620
  persona_agent rep 1/3: predicted=failed, progress=1321/1620
  persona_agent rep 2/3: predicted=failed, progress=1322/1620
  persona_agent rep 3/3: predicted=failed, progress=1323/1620
[ha-3-3-2-fail-02-required-via-color-only] persona=sophie, wcag=3.3.2, expected=failed
  axe rep 1/3: predicted=failed, progress=1324/1620
  axe rep 2/3: predicted=failed, progress=1325/1620
  axe rep 3/3: predicted=failed, progress=1326/1620
  persona_llm rep 1/3: predicted=failed, progress=1327/1620
  persona_llm rep 2/3: predicted=failed, progress=1328/1620
  persona_llm rep 3/3: predicted=failed, progress=1329/1620
  persona_agent rep 1/3: predicted=failed, progress=1330/1620
  persona_agent rep 2/3: predicted=failed, progress=1331/1620
  persona_agent rep 3/3: predicted=failed, progress=1332/1620
[ha-3-3-2-inap-01-no-inputs] persona=sophie, wcag=3.3.2, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1333/1620
  axe rep 2/3: predicted=passed, progress=1334/1620
  axe rep 3/3: predicted=passed, progress=1335/1620
  persona_llm rep 1/3: predicted=passed, progress=1336/1620
  persona_llm rep 2/3: predicted=passed, progress=1337/1620
  persona_llm rep 3/3: predicted=passed, progress=1338/1620
  persona_agent rep 1/3: predicted=failed, progress=1339/1620
  persona_agent rep 2/3: predicted=failed, progress=1340/1620
  persona_agent rep 3/3: predicted=failed, progress=1341/1620
[ha-3-3-2-inap-02-only-hidden-inputs] persona=sophie, wcag=3.3.2, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1342/1620
  axe rep 2/3: predicted=passed, progress=1343/1620
  axe rep 3/3: predicted=passed, progress=1344/1620
  persona_llm rep 1/3: predicted=passed, progress=1345/1620
  persona_llm rep 2/3: predicted=passed, progress=1346/1620
  persona_llm rep 3/3: predicted=passed, progress=1347/1620
  persona_agent rep 1/3: predicted=passed, progress=1348/1620
  persona_agent rep 2/3: predicted=passed, progress=1349/1620
  persona_agent rep 3/3: predicted=passed, progress=1350/1620
[0dcc810409a65f29f559c4826afbaa71bcba6ae0] persona=stefan, wcag=1.4.12, expected=passed
  axe rep 1/3: predicted=failed, progress=1351/1620
  axe rep 2/3: predicted=failed, progress=1352/1620
  axe rep 3/3: predicted=failed, progress=1353/1620
  persona_llm rep 1/3: predicted=passed, progress=1354/1620
  persona_llm rep 2/3: predicted=passed, progress=1355/1620
  persona_llm rep 3/3: predicted=passed, progress=1356/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 1/3: predicted=inapplicable, progress=1357/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 2/3: predicted=failed, progress=1358/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 3/3: predicted=failed, progress=1359/1620
[15905a239d6755102be6a60aa152ad963d5b1dbb] persona=stefan, wcag=1.4.12, expected=passed
  axe rep 1/3: predicted=failed, progress=1360/1620
  axe rep 2/3: predicted=failed, progress=1361/1620
  axe rep 3/3: predicted=failed, progress=1362/1620
  persona_llm rep 1/3: predicted=failed, progress=1363/1620
  persona_llm rep 2/3: predicted=failed, progress=1364/1620
  persona_llm rep 3/3: predicted=failed, progress=1365/1620
  persona_agent rep 1/3: predicted=passed, progress=1366/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 2/3: predicted=passed, progress=1367/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 3/3: predicted=failed, progress=1368/1620
[1134eadf72b2a40c03b8bbf486ebfd3bb34cf986] persona=stefan, wcag=1.4.12, expected=failed
  axe rep 1/3: predicted=failed, progress=1369/1620
  axe rep 2/3: predicted=failed, progress=1370/1620
  axe rep 3/3: predicted=failed, progress=1371/1620
  persona_llm rep 1/3: predicted=passed, progress=1372/1620
  persona_llm rep 2/3: predicted=passed, progress=1373/1620
  persona_llm rep 3/3: predicted=passed, progress=1374/1620
  persona_agent rep 1/3: predicted=passed, progress=1375/1620
  persona_agent rep 2/3: predicted=passed, progress=1376/1620
  persona_agent rep 3/3: predicted=passed, progress=1377/1620
[31d185e51a8be241f8a75d09deae69d3937f0329] persona=stefan, wcag=1.4.12, expected=failed
  axe rep 1/3: predicted=failed, progress=1378/1620
  axe rep 2/3: predicted=failed, progress=1379/1620
  axe rep 3/3: predicted=failed, progress=1380/1620
  persona_llm rep 1/3: predicted=passed, progress=1381/1620
  persona_llm rep 2/3: predicted=passed, progress=1382/1620
  persona_llm rep 3/3: predicted=passed, progress=1383/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 1/3: predicted=inapplicable, progress=1384/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 2/3: predicted=inapplicable, progress=1385/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 3/3: predicted=inapplicable, progress=1386/1620
[0128de1beb7862298366680f6920bd3b3874d752] persona=stefan, wcag=1.4.12, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1387/1620
  axe rep 2/3: predicted=failed, progress=1388/1620
  axe rep 3/3: predicted=failed, progress=1389/1620
  persona_llm rep 1/3: predicted=failed, progress=1390/1620
  persona_llm rep 2/3: predicted=failed, progress=1391/1620
  persona_llm rep 3/3: predicted=failed, progress=1392/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1393/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1394/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1395/1620
[0f8063a09807c4bf8d5f7c796cbf0f2aa20e7e57] persona=stefan, wcag=1.4.12, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1396/1620
  axe rep 2/3: predicted=failed, progress=1397/1620
  axe rep 3/3: predicted=failed, progress=1398/1620
  persona_llm rep 1/3: predicted=passed, progress=1399/1620
  persona_llm rep 2/3: predicted=passed, progress=1400/1620
  persona_llm rep 3/3: predicted=passed, progress=1401/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 1/3: predicted=failed, progress=1402/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 2/3: predicted=failed, progress=1403/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 3/3: predicted=failed, progress=1404/1620
[18adb94ce561c2d1f29dec32d91f3dd39a8e45b2] persona=stefan, wcag=2.2.2, expected=passed
  axe rep 1/3: predicted=failed, progress=1405/1620
  axe rep 2/3: predicted=failed, progress=1406/1620
  axe rep 3/3: predicted=failed, progress=1407/1620
  persona_llm rep 1/3: predicted=failed, progress=1408/1620
  persona_llm rep 2/3: predicted=failed, progress=1409/1620
  persona_llm rep 3/3: predicted=failed, progress=1410/1620
  persona_agent rep 1/3: predicted=passed, progress=1411/1620
  persona_agent rep 2/3: predicted=passed, progress=1412/1620
  persona_agent rep 3/3: predicted=passed, progress=1413/1620
[337477ac8e969c4d134079babf891b0f1fd33eba] persona=stefan, wcag=2.2.2, expected=passed
  axe rep 1/3: predicted=failed, progress=1414/1620
  axe rep 2/3: predicted=failed, progress=1415/1620
  axe rep 3/3: predicted=failed, progress=1416/1620
  persona_llm rep 1/3: predicted=passed, progress=1417/1620
  persona_llm rep 2/3: predicted=passed, progress=1418/1620
  persona_llm rep 3/3: predicted=passed, progress=1419/1620
  persona_agent rep 1/3: predicted=failed, progress=1420/1620
  persona_agent rep 2/3: predicted=passed, progress=1421/1620
  persona_agent rep 3/3: predicted=failed, progress=1422/1620
[8f0a05348afb0a218f3934157dad1b4d1673ea6a] persona=stefan, wcag=2.2.2, expected=failed
  axe rep 1/3: predicted=failed, progress=1423/1620
  axe rep 2/3: predicted=failed, progress=1424/1620
  axe rep 3/3: predicted=failed, progress=1425/1620
  persona_llm rep 1/3: predicted=failed, progress=1426/1620
  persona_llm rep 2/3: predicted=failed, progress=1427/1620
  persona_llm rep 3/3: predicted=failed, progress=1428/1620
  persona_agent rep 1/3: predicted=failed, progress=1429/1620
  persona_agent rep 2/3: predicted=failed, progress=1430/1620
  persona_agent rep 3/3: predicted=failed, progress=1431/1620
[axe-blink-failed-01] persona=stefan, wcag=2.2.2, expected=failed
  axe rep 1/3: predicted=failed, progress=1432/1620
  axe rep 2/3: predicted=failed, progress=1433/1620
  axe rep 3/3: predicted=failed, progress=1434/1620
  persona_llm rep 1/3: predicted=failed, progress=1435/1620
  persona_llm rep 2/3: predicted=failed, progress=1436/1620
  persona_llm rep 3/3: predicted=failed, progress=1437/1620
  persona_agent rep 1/3: predicted=passed, progress=1438/1620
  persona_agent rep 2/3: predicted=passed, progress=1439/1620
  persona_agent rep 3/3: predicted=passed, progress=1440/1620
[0d1564a1311c77d8693a9f839e1d752df501d441] persona=stefan, wcag=2.2.2, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1441/1620
  axe rep 2/3: predicted=failed, progress=1442/1620
  axe rep 3/3: predicted=failed, progress=1443/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1444/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1445/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1446/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1447/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1448/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1449/1620
[37668beb45f00408309f73569e36e63dc9327620] persona=stefan, wcag=2.2.2, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1450/1620
  axe rep 2/3: predicted=failed, progress=1451/1620
  axe rep 3/3: predicted=failed, progress=1452/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1453/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1454/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1455/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1456/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1457/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1458/1620
[ha-2-4-5-pass-01-nav-plus-search] persona=stefan, wcag=2.4.5, expected=passed
  axe rep 1/3: predicted=passed, progress=1459/1620
  axe rep 2/3: predicted=passed, progress=1460/1620
  axe rep 3/3: predicted=passed, progress=1461/1620
  persona_llm rep 1/3: predicted=passed, progress=1462/1620
  persona_llm rep 2/3: predicted=passed, progress=1463/1620
  persona_llm rep 3/3: predicted=passed, progress=1464/1620
  persona_agent rep 1/3: predicted=passed, progress=1465/1620
  persona_agent rep 2/3: predicted=passed, progress=1466/1620
  persona_agent rep 3/3: predicted=passed, progress=1467/1620
[ha-2-4-5-pass-02-nav-sitemap-breadcrumb] persona=stefan, wcag=2.4.5, expected=passed
  axe rep 1/3: predicted=passed, progress=1468/1620
  axe rep 2/3: predicted=passed, progress=1469/1620
  axe rep 3/3: predicted=passed, progress=1470/1620
  persona_llm rep 1/3: predicted=passed, progress=1471/1620
  persona_llm rep 2/3: predicted=passed, progress=1472/1620
  persona_llm rep 3/3: predicted=passed, progress=1473/1620
  persona_agent rep 1/3: predicted=passed, progress=1474/1620
  persona_agent rep 2/3: predicted=passed, progress=1475/1620
  persona_agent rep 3/3: predicted=passed, progress=1476/1620
[ha-2-4-5-fail-01-nav-only] persona=stefan, wcag=2.4.5, expected=failed
  axe rep 1/3: predicted=passed, progress=1477/1620
  axe rep 2/3: predicted=passed, progress=1478/1620
  axe rep 3/3: predicted=passed, progress=1479/1620
  persona_llm rep 1/3: predicted=passed, progress=1480/1620
  persona_llm rep 2/3: predicted=passed, progress=1481/1620
  persona_llm rep 3/3: predicted=passed, progress=1482/1620
  persona_agent rep 1/3: predicted=failed, progress=1483/1620
  persona_agent rep 2/3: predicted=failed, progress=1484/1620
  persona_agent rep 3/3: predicted=failed, progress=1485/1620
[ha-2-4-5-fail-02-search-only] persona=stefan, wcag=2.4.5, expected=failed
  axe rep 1/3: predicted=passed, progress=1486/1620
  axe rep 2/3: predicted=passed, progress=1487/1620
  axe rep 3/3: predicted=passed, progress=1488/1620
  persona_llm rep 1/3: predicted=passed, progress=1489/1620
  persona_llm rep 2/3: predicted=passed, progress=1490/1620
  persona_llm rep 3/3: predicted=passed, progress=1491/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1492/1620
  persona_agent rep 2/3: predicted=passed, progress=1493/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1494/1620
[ha-2-4-5-inap-01-process-page] persona=stefan, wcag=2.4.5, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1495/1620
  axe rep 2/3: predicted=passed, progress=1496/1620
  axe rep 3/3: predicted=passed, progress=1497/1620
  persona_llm rep 1/3: predicted=passed, progress=1498/1620
  persona_llm rep 2/3: predicted=passed, progress=1499/1620
  persona_llm rep 3/3: predicted=passed, progress=1500/1620
  persona_agent rep 1/3: predicted=passed, progress=1501/1620
  persona_agent rep 2/3: predicted=passed, progress=1502/1620
  persona_agent rep 3/3: predicted=passed, progress=1503/1620
[ha-2-4-5-inap-02-login-page] persona=stefan, wcag=2.4.5, expected=inapplicable
  axe rep 1/3: predicted=passed, progress=1504/1620
  axe rep 2/3: predicted=passed, progress=1505/1620
  axe rep 3/3: predicted=passed, progress=1506/1620
  persona_llm rep 1/3: predicted=passed, progress=1507/1620
  persona_llm rep 2/3: predicted=passed, progress=1508/1620
  persona_llm rep 3/3: predicted=passed, progress=1509/1620
  persona_agent rep 1/3: predicted=passed, progress=1510/1620
  persona_agent rep 2/3: predicted=passed, progress=1511/1620
  persona_agent rep 3/3: predicted=passed, progress=1512/1620
[081e784ed9c1c5f96f02cf04c07b7d861cf3f9af] persona=stefan, wcag=2.4.6, expected=passed
  axe rep 1/3: predicted=failed, progress=1513/1620
  axe rep 2/3: predicted=failed, progress=1514/1620
  axe rep 3/3: predicted=failed, progress=1515/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1516/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1517/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1518/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1519/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1520/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1521/1620
[14ecbd9d655c833f5f9c5ee9563c472faee663c4] persona=stefan, wcag=2.4.6, expected=passed
  axe rep 1/3: predicted=failed, progress=1522/1620
  axe rep 2/3: predicted=failed, progress=1523/1620
  axe rep 3/3: predicted=failed, progress=1524/1620
  persona_llm rep 1/3: predicted=failed, progress=1525/1620
  persona_llm rep 2/3: predicted=passed, progress=1526/1620
  persona_llm rep 3/3: predicted=passed, progress=1527/1620
  persona_agent rep 1/3: predicted=failed, progress=1528/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 2/3: predicted=failed, progress=1529/1620
  persona_agent rep 3/3: predicted=failed, progress=1530/1620
[1e52060759a535934176a5a981446066aad6b31f] persona=stefan, wcag=2.4.6, expected=failed
  axe rep 1/3: predicted=failed, progress=1531/1620
  axe rep 2/3: predicted=failed, progress=1532/1620
  axe rep 3/3: predicted=failed, progress=1533/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1534/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1535/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1536/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1537/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1538/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1539/1620
[2f1d964151ff5269a6027371956ee3b4a4a23fe7] persona=stefan, wcag=2.4.6, expected=failed
  axe rep 1/3: predicted=failed, progress=1540/1620
  axe rep 2/3: predicted=failed, progress=1541/1620
  axe rep 3/3: predicted=failed, progress=1542/1620
  persona_llm rep 1/3: predicted=failed, progress=1543/1620
  persona_llm rep 2/3: predicted=failed, progress=1544/1620
  persona_llm rep 3/3: predicted=failed, progress=1545/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1546/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1547/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1548/1620
[1d7c2f68ba65c3d81cb8a858f52be30d48a296c3] persona=stefan, wcag=2.4.6, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1549/1620
  axe rep 2/3: predicted=failed, progress=1550/1620
  axe rep 3/3: predicted=failed, progress=1551/1620
  persona_llm rep 1/3: predicted=inapplicable, progress=1552/1620
  persona_llm rep 2/3: predicted=inapplicable, progress=1553/1620
  persona_llm rep 3/3: predicted=inapplicable, progress=1554/1620
  persona_agent rep 1/3: predicted=inapplicable, progress=1555/1620
  persona_agent rep 2/3: predicted=inapplicable, progress=1556/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1557/1620
[26d71f03f10bc14b28212699eddafe17adafc6b8] persona=stefan, wcag=2.4.6, expected=inapplicable
  axe rep 1/3: predicted=failed, progress=1558/1620
  axe rep 2/3: predicted=failed, progress=1559/1620
  axe rep 3/3: predicted=failed, progress=1560/1620
  persona_llm rep 1/3: predicted=failed, progress=1561/1620
  persona_llm rep 2/3: predicted=failed, progress=1562/1620
  persona_llm rep 3/3: predicted=failed, progress=1563/1620
  persona_agent rep 1/3: predicted=failed, progress=1564/1620
  persona_agent rep 2/3: predicted=failed, progress=1565/1620
  persona_agent rep 3/3: predicted=inapplicable, progress=1566/1620
[ha-3-1-4-pass-01-abbr-with-title] persona=stefan, wcag=3.1.4, expected=passed
  axe rep 1/3: predicted=failed, progress=1567/1620
  axe rep 2/3: predicted=failed, progress=1568/1620
  axe rep 3/3: predicted=failed, progress=1569/1620
  persona_llm rep 1/3: predicted=passed, progress=1570/1620
  persona_llm rep 2/3: predicted=passed, progress=1571/1620
  persona_llm rep 3/3: predicted=passed, progress=1572/1620
Processing for WCAG 1.4.12 text spacing...

Spacing applied: yes
  persona_agent rep 1/3: predicted=failed, progress=1573/1620
  persona_agent rep 2/3: predicted=passed, progress=1574/1620
